gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,songs,trauma,id_master,total_health,health_categorical,song_order,id_song,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
Female,18 - 30,1 - 2,3,5,4,5,3,Closer The Chainsmokers and Halsey,No,43,20,1.0,3,43.0,The Chainsmokers ft. Halsey CLOSER,EL3ctro & NU3tro,0.244,0.466,0.11800000000000001,0.19899999999999998,95.022,0.0129,0.0059299999999999995,20.0,[]
Female,18 - 30,1 - 2,0,2,2,0,5,Closer Chainsmokers,Yes,44,9,0.0,1,182.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
Female,18 - 30,0 - 1,3,2,2,1,3,Howling at the Moon Milow,No,45,11,0.0,1,45.0,Howling At The Moon,Milow,0.664,0.711,0.235,0.579,127.834,0.0,0.204,47.0,"['belgian pop', 'belgian rock', 'pop quebecois']"
Female,18 - 30,0 - 1,3,2,2,1,3,If I were sorry Frans,No,45,11,0.0,2,45.0,If I Were Sorry,Frans,0.612,0.735,0.10300000000000001,0.395,105.056,4.120000000000001e-05,0.289,59.0,['classical performance']
Female,18 - 30,0 - 1,3,2,2,1,3,Human RAG 'N' BONE MAN,No,45,11,0.0,3,45.0,Human,Rag'n'Bone Man,0.7070000000000001,0.602,0.165,0.5539999999999999,75.09,0.0,0.39299999999999996,82.0,['neo soul']
Female,18 - 30,2+,1,3,3,0,5,I miss you blink 182,No,46,12,0.0,3,46.0,I Miss You,blink-182,0.778,0.659,0.0841,0.623,110.022,6.79e-06,0.0013599999999999999,71.0,"['modern rock', 'pop punk', 'punk']"
Female,18 - 30,1 - 2,4,4,5,4,4,Rockae Clean Bandit,No,47,21,1.0,1,47.0,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.763,0.72,0.18,0.742,101.965,0.0,0.406,75.0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
Female,18 - 30,1 - 2,4,4,5,4,4,Craig David ain't givin up (wide awake remix),No,47,21,1.0,2,47.0,Ain't Giving Up - WiDE AWAKE Remix,"Craig David, Sigala, WiDE AWAKE",0.6459999999999999,0.609,0.0787,0.58,74.987,4.8e-05,0.0197,37.0,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']"
Female,18 - 30,1 - 2,4,4,5,4,4,Far East movement freal luv,No,47,21,1.0,3,47.0,Freal Luv (feat. Chanyeol & Tinashe),Far East Movement,0.8140000000000001,0.644,0.213,0.52,145.041,1.59e-06,0.16399999999999998,54.0,"['dance pop', 'edm', 'pop', 'pop rap']"
Prefer not to specify,18 - 30,1 - 2,4,5,5,4,5,No Money Galantis,Yes,48,23,1.0,1,48.0,No Money,Galantis,0.9159999999999999,0.6709999999999999,0.24,0.8029999999999999,126.01,0.00762,0.0282,75.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop rap', 'tropical house']"
Prefer not to specify,18 - 30,1 - 2,4,5,5,4,5,Shelter Porter Robinson & Madeon,Yes,48,23,1.0,2,48.0,Shelter,Porter Robinson & Madeon,0.7959999999999999,0.276,0.184,0.26,199.52599999999998,0.0,0.00293,66.0,"['complextro', 'edm', 'future bass', 'progressive electro house']"
Male,18 - 30,2+,3,5,5,5,5,Rambo Bryson Tiller,No,49,23,1.0,1,49.0,Rambo,Bryson Tiller,0.562,0.635,0.11,0.28800000000000003,181.014,2.01e-06,0.309,64.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
Male,18 - 30,2+,3,5,5,5,5,The Zone The Weeknd,No,49,23,1.0,2,49.0,The Zone,The Weeknd,0.521,0.619,0.10099999999999999,0.254,139.886,0.000542,0.26,64.0,"['canadian pop', 'pop', 'rap']"
Male,18 - 30,2+,3,5,5,5,5,Saint Pablo Kanye West,No,49,23,1.0,3,49.0,Saint Pablo,Kanye West,0.768,0.502,0.204,0.40299999999999997,168.218,0.0,0.273,67.0,"['pop rap', 'rap']"
Female,18 - 30,1 - 2,4,6,2,4,6,Foundations Kate Nash,Yes,50,22,1.0,1,50.0,Foundations - Full Version,Kate Nash,0.91,0.551,0.0866,0.8690000000000001,84.425,0.0,0.0994,47.0,"['anti-folk', 'electropop', 'folk-pop', 'lilith', 'piano rock']"
Female,18 - 30,1 - 2,4,6,2,4,6,Signed Sealed Delivered (I'm Yours) Stevie Wonder,Yes,50,22,1.0,2,50.0,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.784,0.6459999999999999,0.061,0.8190000000000001,108.84,0.0,0.00495,65.0,"['funk', 'motown', 'quiet storm', 'soul']"
Female,18 - 30,1 - 2,4,6,2,4,6,Pine for Cedars Dan Mangan,Yes,50,22,1.0,3,50.0,Pine For Cedars,Dan Mangan,0.26,0.47600000000000003,0.10300000000000001,0.214,110.258,2.730000000000001e-05,0.645,29.0,"['canadian folk', 'canadian indie', 'deep new americana', 'vancouver indie']"
Female,18 - 30,5,5,6,4,5,5,Arirang Song So Hee,Yes,51,25,1.0,1,51.0,Jeongseon Arirang,So Hee Song,0.19699999999999998,0.259,0.10300000000000001,0.0393,66.29899999999999,7.34e-06,0.858,13.0,[]
Female,18 - 30,5,5,6,4,5,5,Four seasons Vivaldi ,Yes,51,25,1.0,2,51.0,"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""Summer"": III. Presto",Antonio Vivaldi,0.465,0.33299999999999996,0.29100000000000004,0.6409999999999999,169.952,0.797,0.8370000000000001,62.0,"['baroque', 'classical', 'early music', 'italian baroque']"
Female,18 - 30,5,5,6,4,5,5,No more Loco,Yes,51,25,1.0,3,51.0,No More Sorrow,Rotterdam Ska-Jazz Foundation,0.857,0.551,0.136,0.894,83.89,0.8740000000000001,0.0616,24.0,"['ska', 'ska jazz', 'ska revival', 'traditional ska']"
Male,18 - 30,1 - 2,5,6,5,3,4,Supernova Mr Hudson/Kanye West,No,52,23,1.0,1,52.0,Supernova (Kanye West Feat Mr. Hudson Cover),Scott Chapman,0.627,0.7509999999999999,0.257,0.6970000000000001,123.96799999999999,0.0,0.0604,4.0,['viral pop']
Male,18 - 30,1 - 2,5,6,5,3,4,Flight Tristam ,No,52,23,1.0,2,52.0,Flight,Tristam,0.755,0.434,0.106,0.217,87.383,2.57e-05,0.0415,70.0,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']"
Female,18 - 30,2+,4,4,5,3,4,Show you the light MARC,Yes,53,20,1.0,1,53.0,Show You the Light (feat. Efraim Leo),MARC,0.735,0.579,0.23800000000000002,0.228,105.022,0.0,0.00415,45.0,"['latin', 'latin pop', 'salsa', 'tropical']"
Female,18 - 30,2+,4,4,5,3,4,Wanted Trevor Guthrie,Yes,53,20,1.0,3,53.0,Wanted,Trevor Guthrie,0.8740000000000001,0.625,0.11900000000000001,0.456,128.042,1.2e-06,0.304,37.0,[]
Male,18 - 30,1 - 2,4,3,2,2,2,Drama Roy Woods,Yes,54,13,0.0,1,54.0,Drama (feat. Drake),Roy Woods,0.36200000000000004,0.7090000000000001,0.109,0.113,122.04299999999999,0.0,0.157,74.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap soul']"
Male,18 - 30,1 - 2,4,3,2,2,2,Maybe IDK Jon Belion,Yes,54,13,0.0,2,54.0,Maybe IDK,Jon Bellion,0.54,0.54,0.231,0.209,120.266,0.0,0.0616,44.0,['pop rap']
Male,18 - 30,1 - 2,4,3,2,2,2,Luxury Jon Belion,Yes,54,13,0.0,3,54.0,Luxury,Jon Bellion,0.39299999999999996,0.67,0.10400000000000001,0.193,77.461,0.000307,0.0159,51.0,['pop rap']
Male,18 - 30,2+,2,2,3,0,1,Carry On Memphis May Fire,No,55,8,0.0,2,55.0,Carry On,Memphis May Fire,0.9740000000000001,0.294,0.21,0.131,143.842,0.0,0.00032900000000000003,48.0,"['melodic metalcore', 'metalcore', 'post-screamo', 'rap metal', 'screamo']"
Male,18 - 30,2+,2,2,3,0,1,Air Is Free Johnossi,No,55,8,0.0,3,55.0,Air Is Free,Johnossi,0.893,0.385,0.12300000000000001,0.484,173.78400000000005,7.31e-06,0.0147,51.0,"['swedish alternative rock', 'swedish indie rock', 'swedish pop']"
Female,18 - 30,1 - 2,3,6,1,3,6,Blame Diplo,No,56,19,1.0,1,56.0,Blame,Zeds Dead,0.777,0.602,0.0854,0.48200000000000004,140.026,0.000367,0.226,61.0,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'progressive electro house']"
Female,18 - 30,1 - 2,3,6,1,3,6,Winter Vivaldi,No,56,19,1.0,3,56.0,Winter 1,Max Richter,0.616,0.485,0.305,0.483,149.03799999999995,0.892,0.738,44.0,"['compositional ambient', 'focus', 'sleep', 'soundtrack']"
Male,18 - 30,2+,2,4,2,3,3,The Power of Love Céline Dion,No,57,14,0.0,1,57.0,The Power of Love,Céline Dion,0.519,0.546,0.24,0.247,140.054,0.00045999999999999996,0.36,68.0,"['canadian pop', 'dance pop']"
Male,18 - 30,2+,2,4,2,3,3,Hooked On Your Love Aretha Franklin,No,57,14,0.0,2,57.0,Hooked On Your Love,Aretha Franklin,0.35100000000000003,0.8029999999999999,0.371,0.4970000000000001,109.785,0.0,0.183,31.0,"['christmas', 'classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']"
Male,18 - 30,2+,2,4,2,3,3,Cake By The Ocean DNCE,No,57,14,0.0,3,57.0,Cake By The Ocean,DNCE,0.765,0.774,0.0373,0.917,119.001,0.0,0.156,81.0,"['dance pop', 'pop', 'post-teen pop', 'tropical house']"
Female,18 - 30,0 - 1,1,4,1,2,5,Drops of Jupiter Train,Yes,58,13,0.0,2,58.0,Drops of Jupiter,Train,0.64,0.46799999999999997,0.154,0.499,79.297,0.0,0.154,78.0,"['neo mellow', 'pop', 'pop quebecois', 'pop rap', 'pop rock']"
Female,18 - 30,0 - 1,1,4,1,2,5,Les amours dévouées Cœur de Pirate,Yes,58,13,0.0,3,58.0,Les amours dévouées,Cœur De Pirate,0.48200000000000004,0.5870000000000001,0.314,0.7070000000000001,117.227,2.84e-06,0.713,35.0,['french pop']
Female,18 - 30,2+,4,5,4,4,6,With You Chris Brown,Yes,59,23,1.0,1,59.0,With You,Chris Brown,0.696,0.659,0.13,0.665,86.001,0.0,0.14300000000000002,69.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Female,18 - 30,2+,4,5,4,4,6,Man! I Feel Like A Woman Shania Twain,Yes,59,23,1.0,2,59.0,Man! I Feel Like A Woman!,Shania Twain,0.899,0.6779999999999999,0.34700000000000003,0.757,124.944,0.0,0.637,75.0,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn', 'dance pop']"
Female,18 - 30,1 - 2,1,5,6,1,6,Fireproof Coleman Hell,No,60,19,1.0,1,60.0,Fireproof,Coleman Hell,0.774,0.6920000000000001,0.141,0.7709999999999999,128.033,1.0199999999999999e-05,0.0149,47.0,"['canadian pop', 'indie poptimism', 'modern alternative rock', 'modern rock']"
Female,18 - 30,1 - 2,1,5,6,1,6,Jubel Klingande,No,60,19,1.0,3,60.0,Jubel - Original Mix,Klingande,0.47600000000000003,0.698,0.0542,0.18100000000000002,124.986,0.23800000000000002,0.185,64.0,"['deep house', 'deep tropical house', 'edm', 'tropical house']"
Male,18 - 30,1 - 2,6,6,5,5,5,The ends travis scott,No,61,27,1.0,1,61.0,the ends,Travis Scott,0.737,0.585,0.0904,0.0497,171.85299999999995,0.0,0.0661,66.0,"['pop', 'pop rap', 'rap']"
Male,18 - 30,1 - 2,6,6,5,5,5,Wiggins MoG,No,61,27,1.0,3,61.0,Wiggins,MO-G,0.6920000000000001,0.7659999999999999,0.128,0.425,100.95200000000001,0.0,0.19899999999999998,22.0,"['indie pop', 'vancouver indie']"
Female,18 - 30,0 - 1,2,3,2,3,3,Only U Party next daydoor,Yes,62,13,0.0,1,62.0,Only U,PARTYNEXTDOOR,0.7859999999999999,0.37,0.243,0.7559999999999999,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
Female,18 - 30,0 - 1,2,3,2,3,3,Hype Drake ,Yes,62,13,0.0,2,62.0,Hype,Drake,0.608,0.789,0.368,0.271,129.958,0.0,0.0244,65.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Female,18 - 30,1 - 2,3,5,3,5,4,Don't Wanna Know Maroon 5 and Kendrick,Yes,63,20,1.0,3,63.0,"Don't Wanna Know - 11 Hearts Mix Maroon 5 , Kendrick Lamar Tribute",Amin Cruiser,0.575,0.599,0.0937,0.213,120.913,0.253,0.6659999999999999,1.0,[]
Female,18 - 30,1 - 2,2,4,5,4,6,Cross our Bones Crown the Empire,No,64,21,1.0,1,64.0,Cross Our Bones,Crown The Empire,0.938,0.544,0.21,0.503,125.079,0.0,0.000242,41.0,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
Female,18 - 30,1 - 2,2,4,5,4,6,Aftermath Crown the Empire,No,64,21,1.0,2,64.0,Aftermath,Crown The Empire,0.988,0.494,0.36200000000000004,0.327,135.012,8.96e-06,0.000576,46.0,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
Female,18 - 30,1 - 2,2,4,5,4,6,Colourblind Hands like Houses,No,64,21,1.0,3,64.0,Colourblind,Hands Like Houses,0.9490000000000001,0.557,0.34,0.397,111.008,0.00041799999999999997,0.00028199999999999997,58.0,"['metalcore', 'post-screamo', 'progressive post-hardcore', 'screamo']"
Female,18 - 30,0 - 1,1,2,3,2,5,Close Nick Jonas,Yes,65,13,0.0,1,65.0,Close,Nick Jonas,0.623,0.653,0.14400000000000002,0.401,123.999,0.0,0.253,72.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
Female,18 - 30,0 - 1,1,2,3,2,5,Mistletoe Justin Bieber,Yes,65,13,0.0,2,65.0,Mistletoe,Justin Bieber,0.56,0.6579999999999999,0.0794,0.8540000000000001,161.994,0.0,0.498,65.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Female,18 - 30,2+,4,4,2,3,4,Lost Luu Breeze,Yes,66,17,1.0,1,66.0,Lost,Luu Breeze,0.586,0.802,0.0906,0.563,91.03,0.000304,0.0203,10.0,"['canadian hip hop', 'trap soul']"
Female,18 - 30,2+,4,4,2,3,4,KUNGS this girl,Yes,66,17,1.0,2,66.0,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,0.7170000000000001,0.792,0.226,0.466,121.985,3.59e-05,0.0927,80.0,"['deep tropical house', 'edm', 'pop', 'tropical house']"
Female,18 - 30,2+,4,4,2,3,4,Love me now john legend,Yes,66,17,1.0,3,66.0,Love Me Now,John Legend,0.762,0.488,0.0763,0.7090000000000001,123.889,0.0,0.591,69.0,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
Female,18 - 30,2+,4,4,3,5,6,La bicicleta Carlos Vives ,Yes,67,22,1.0,1,67.0,La Bicicleta,Carlos Vives,0.9440000000000001,0.745,0.33299999999999996,0.951,179.99099999999999,1.48e-06,0.21,77.0,"['champeta', 'colombian pop', 'dance pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
Female,18 - 30,2+,4,4,3,5,6,Summertime Vybz Kartel,Yes,67,22,1.0,2,67.0,Summertime,Vybz Kartel,0.7140000000000001,0.489,0.309,0.5760000000000001,199.07299999999998,0.0,0.27399999999999997,41.0,"['dancehall', 'reggae fusion']"
Female,18 - 30,2+,4,4,3,5,6,La carretera Prince Royce ,Yes,67,22,1.0,3,67.0,La Carretera,Prince Royce,0.6859999999999999,0.747,0.1,0.9129999999999999,122.005,0.0,0.5870000000000001,67.0,"['bachata', 'dance pop', 'latin', 'latin hip hop', 'latin pop', 'pop', 'tropical']"
Male,30+,1 - 2,4,5,4,3,4,Evil woman ELO,No,68,20,1.0,1,68.0,Evil Woman,Electric Light Orchestra,0.6559999999999999,0.6970000000000001,0.221,0.8809999999999999,119.632,4.66e-05,0.43,62.0,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
Female,30+,1 - 2,6,5,4,3,5,This ones for you zara larson,Yes,69,23,1.0,2,69.0,This One's for You (Originally Performed by David Guetta Ft. Zara Larson) - Karaoke Version,Hit The Button Karaoke,0.589,0.622,0.0671,0.44,109.977,0.12300000000000001,0.0054,6.0,['karaoke']
Female,30+,1 - 2,6,5,4,3,5,Stereo love ,Yes,69,23,1.0,3,69.0,Stereo Love - Radio Edit,Edward Maya,0.726,0.775,0.11,0.20600000000000002,126.999,0.0235,0.0399,59.0,[]
Female,18 - 30,2+,5,4,5,3,5,Ballin PnB Rock,Yes,70,22,1.0,1,70.0,Ballin,PnB Rock,0.721,0.62,0.155,0.28600000000000003,169.919,0.0,0.0018899999999999998,60.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Female,18 - 30,2+,5,4,5,3,5,Send it Austin Mahone,Yes,70,22,1.0,2,70.0,Send It (feat. Rich Homie Quan),Austin Mahone,0.585,0.737,0.115,0.693,147.064,0.0,0.18600000000000005,67.0,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']"
Female,18 - 30,2+,5,4,5,3,5,Fleek PnB Rock,Yes,70,22,1.0,3,70.0,Fleek,PnB Rock,0.7829999999999999,0.586,0.318,0.461,87.469,0.0,0.125,55.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Female,18 - 30,2+,2,6,4,5,5,Do You Mind DJ Khaled ,Yes,71,22,1.0,1,71.0,Do You Mind,DJ Khaled,0.5479999999999999,0.41200000000000003,0.18100000000000002,0.17600000000000002,81.293,0.0,0.0173,64.0,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
Female,18 - 30,2+,2,6,4,5,5,Black Beatles Rae Sremmurd,Yes,71,22,1.0,3,177.0,Black Beatles,Rae Sremmurd,0.632,0.794,0.128,0.355,145.92600000000004,0.0,0.142,79.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,1 - 2,1,4,2,2,5,Shake It out Florence and the Machine,No,72,14,0.0,1,72.0,Shake It Out,Florence + The Machine,0.8079999999999999,0.519,0.105,0.251,107.505,0.0,0.0126,65.0,"['chamber pop', 'folk-pop', 'pop']"
Male,18 - 30,1 - 2,1,4,2,2,5,Bad 4 Us Superfruit ,No,72,14,0.0,2,72.0,Bad 4 Us,Superfruit,0.856,0.722,0.156,0.905,110.012,0.0,0.0175,47.0,"['dance pop', 'indie poptimism', 'strut']"
Male,18 - 30,1 - 2,1,4,2,2,5,Disney Frozen Soundtrack ,No,72,14,0.0,3,72.0,"Let It Go (From ""Disney: Frozen"")",Melinda Keen,0.447,0.5479999999999999,0.366,0.235,136.886,0.0,0.523,0.0,[]
Female,18 - 30,2+,3,2,2,1,6,Juke Jam Chance the Rapper,No,73,14,0.0,1,73.0,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,0.397,0.505,0.0853,0.5579999999999999,95.06299999999999,0.0,0.716,76.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
Female,18 - 30,2+,3,2,2,1,6,Smoke Break Chance the Rapper,No,73,14,0.0,2,73.0,Smoke Break (feat. Future),Chance the Rapper,0.45299999999999996,0.705,0.14300000000000002,0.28300000000000003,124.94200000000001,0.0,0.257,70.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
Female,18 - 30,1 - 2,3,4,4,4,5,Style Taylor Swift ,Yes,74,20,1.0,2,74.0,Style,Taylor Swift,0.7859999999999999,0.598,0.11699999999999999,0.456,95.021,0.00143,0.00256,65.0,"['dance pop', 'pop', 'post-teen pop']"
Female,18 - 30,1 - 2,3,4,3,4,5,Idk,No,75,19,1.0,3,75.0,Idk Love,Jeremy Zucker,0.43,0.579,0.13,0.5379999999999999,123.999,0.0,0.787,65.0,"['dance pop', 'electropop', 'indie poptimism', 'pop']"
Male,18 - 30,2+,3,4,3,3,5,Picturing Love July Talk,No,76,18,1.0,1,76.0,Picturing Love,July Talk,0.685,0.71,0.0899,0.384,116.355,5.0900000000000004e-05,0.0301,40.0,"['canadian indie', 'toronto indie']"
Male,18 - 30,2+,3,4,3,3,5,Don't Wanna Know Maroon 5,No,76,18,1.0,2,201.0,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.7829999999999999,0.0983,0.418,100.04700000000001,0.0,0.34299999999999997,69.0,"['pop', 'pop rock']"
Male,18 - 30,2+,3,5,4,5,4,Cut your teeth Kygo Remix,Yes,77,21,1.0,1,77.0,Cut Your Teeth - Kygo Remix,Kyla La Grange,0.6779999999999999,0.674,0.051,0.465,99.985,0.222,0.59,66.0,"['metropopolis', 'shimmer pop', 'tropical house']"
Male,18 - 30,2+,3,5,4,5,4,On & On Cartoon,Yes,77,21,1.0,2,77.0,On & On,Cartoon,0.696,0.45799999999999996,0.12300000000000001,0.418,174.141,0.0,0.285,74.0,['tracestep']
Male,18 - 30,2+,3,5,4,5,4,Firestone Kygo,Yes,77,21,1.0,3,77.0,Firestone (feat. Conrad Sewell),Kygo,0.652,0.486,0.077,0.391,113.055,6.63e-05,0.408,79.0,"['edm', 'pop', 'tropical house']"
Female,18 - 30,1 - 2,3,5,1,2,4,Too late rayven justice ,Yes,78,15,0.0,1,78.0,Too Late,Rayven Justice,0.445,0.494,0.134,0.239,127.469,0.0,0.326,38.0,"['deep pop r&b', 'slow game', 'west coast trap']"
Female,18 - 30,1 - 2,3,5,1,2,4,Simge yanki,Yes,78,15,0.0,2,78.0,Yankı,Simge,0.7759999999999999,0.5920000000000001,0.4370000000000001,0.41600000000000004,90.963,4.39e-06,0.00674,46.0,"['deep turkish pop', 'persian pop', 'turkish pop']"
Male,18 - 30,1 - 2,4,5,1,5,4,Lindsey Stirling First Light,No,79,19,1.0,1,79.0,First Light,Lindsey Stirling,0.631,0.5760000000000001,0.115,0.21100000000000002,101.98700000000001,0.0045899999999999995,0.0498,49.0,['bow pop']
Male,18 - 30,2+,2,4,3,5,4,Coordinate Travis scott,No,80,18,1.0,1,80.0,coordinate,Travis Scott,0.6579999999999999,0.688,0.335,0.28,75.615,1.89e-06,0.105,67.0,"['pop', 'pop rap', 'rap']"
Male,18 - 30,2+,2,4,3,5,4,Veins in the trap Travis scott,No,80,18,1.0,2,80.0,beibs in the trap,Travis Scott,0.5710000000000001,0.743,0.29100000000000004,0.495,119.054,0.0,0.24,71.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Male,18 - 30,2+,2,4,3,5,4,Gangsta khelani,No,80,18,1.0,3,80.0,Gangsta,Kehlani,0.447,0.439,0.303,0.11,121.48,0.0,0.111,70.0,"['dance pop', 'pop', 'r&b']"
Female,18 - 30,2+,3,5,5,5,3,Sun & moon Above and beyond,No,81,21,1.0,1,81.0,Sun & Moon,Above & Beyond,0.522,0.691,0.125,0.187,133.995,0.0141,0.0216,49.0,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Female,18 - 30,2+,3,5,5,5,3,Song from a secret garden Rolf Lovland,No,81,21,1.0,2,81.0,Song From A Secret Garden,Rolf Løvland,0.303,0.226,0.162,0.094,66.727,0.878,0.897,54.0,[]
Female,18 - 30,2+,3,5,5,5,3,All we know The Chainsmokers,No,81,21,1.0,3,201.0,All We Know,The Chainsmokers,0.586,0.662,0.115,0.29600000000000004,90.0,0.0027199999999999998,0.09699999999999999,75.0,"['edm', 'electropop', 'pop', 'tropical house']"
Female,18 - 30,2+,3,5,5,5,3,Safari J Balvin,No,82,21,1.0,1,82.0,Safari,J Balvin,0.675,0.6890000000000001,0.115,0.604,180.065,3.17e-06,0.531,75.0,"['latin', 'reggaeton']"
Female,18 - 30,2+,3,5,5,5,3,Hasta El Amanecer Nicky Jam,No,82,21,1.0,3,82.0,Hasta el Amanecer,Nicky Jam,0.608,0.8320000000000001,0.0761,0.589,94.01299999999999,0.0,0.282,75.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']"
Male,18 - 30,2+,5,4,4,4,6,Rush over me Seven Lions,No,83,23,1.0,1,83.0,Rush Over Me,Seven Lions,0.753,0.441,0.027000000000000003,0.254,135.015,0.0,0.0701,63.0,"['big room', 'brostep', 'catstep', 'chillstep', 'edm', 'electro house', 'electronic trap', 'pop']"
Male,18 - 30,2+,5,4,4,4,6,Take My Breath Away alesso,No,83,23,1.0,2,83.0,Take My Breath Away,Alesso,0.899,0.544,0.35100000000000003,0.524,120.96700000000001,0.0,0.0663,63.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']"
Male,18 - 30,2+,5,4,4,4,6,Pjanoo Pryda,No,83,23,1.0,3,83.0,Pjanoo - Radio Edit,Eric Prydz,0.8740000000000001,0.604,0.11199999999999999,0.835,125.99,0.812,0.000563,68.0,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
Male,18 - 30,2+,3,5,5,5,4,Sun is never going down. By Martin Garrix,Yes,84,22,1.0,1,84.0,Sun Is Never Going Down (feat. Dawn Golden),Martin Garrix,0.726,0.506,0.266,0.266,128.04399999999998,8.05e-05,0.0030800000000000003,48.0,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
Male,18 - 30,2+,3,5,5,5,4,Seven million lil uzi vert feat. Future,Yes,84,22,1.0,2,84.0,Seven Million (feat. Future),Lil Uzi Vert,0.629,0.8859999999999999,0.121,0.48700000000000004,158.002,7.66e-06,0.051,67.0,"['rap', 'trap music']"
Female,18 - 30,2+,6,3,5,3,5,Don't Wanna Know Maroon 5,Yes,85,22,1.0,1,201.0,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.7829999999999999,0.0983,0.418,100.04700000000001,0.0,0.34299999999999997,69.0,"['pop', 'pop rock']"
Female,18 - 30,0 - 1,4,5,2,4,4,Panda,No,86,19,1.0,2,86.0,Panda,Desiigner,0.748,0.72,0.369,0.24600000000000002,145.22,0.0,0.0235,73.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Female,18 - 30,0 - 1,4,5,2,4,4,Lean on me,No,86,19,1.0,3,86.0,Lean on Me,Bill Withers,0.22,0.619,0.124,0.423,75.16,1.1900000000000001e-05,0.782,69.0,"['funk', 'motown', 'quiet storm', 'soul']"
Male,18 - 30,2+,3,2,4,3,1,Never say never basement jaxx ,No,87,13,0.0,1,87.0,Never Say Never,Basement Jaxx,0.789,0.753,0.325,0.65,126.008,0.111,0.007790000000000002,38.0,"['alternative dance', 'big beat', 'disco house', 'electronic', 'new rave', 'vocal house']"
Male,18 - 30,2+,3,2,4,3,1,Location khalid,No,87,13,0.0,2,87.0,Location,Khalid,0.449,0.736,0.0898,0.326,80.126,0.000162,0.33,86.0,"['indie r&b', 'pop', 'rap']"
Male,18 - 30,2+,3,2,4,3,1,Right here Dave b ,No,87,13,0.0,3,87.0,Right Here,Dave B.,0.41,0.6509999999999999,0.10800000000000001,0.12,128.049,0.0,0.368,52.0,"['indie r&b', 'trap soul', 'underground hip hop']"
